Key,Category,Screen,Type,English,Hebrew,Russian
"calculate_mortgage_add_partner_title","calculate","mortgage","text","Add","הוסף","Добавить"
"calculate_mortgage_anketa","calculate","mortgage","text","Personal information","מידע אישי","Личная информация"
"calculate_mortgage_bank","calculate","mortgage","text","Lending bank","בנק מלווה","Банк-кредитор"
"calculate_mortgage_banner_subtext","calculate","mortgage","text","Get the most suitable mortgage offers for you","קבל את הצעות המשכנתא המתאימות ביותר עבורך","Получите наиболее подходящие предложения по ипотеке для вас"
"calculate_mortgage_birth_date","calculate","mortgage","text","Date of birth","תאריך לידה","Дата рождения"
"calculate_mortgage_calculator","calculate","mortgage","text","Mortgage calculator","מחשבון משכנתא","Ипотечный калькулятор"
"calculate_mortgage_children18","calculate","mortgage","text","Children under 18","ילדים מתחת לגיל 18","Дети до 18 лет"
"calculate_mortgage_citizenship","calculate","mortgage","text","Do you have additional citizenship?","האם יש לך אזרחות נוספת?","Имеете ли вы дополнительное гражданство?"
"calculate_mortgage_citizenship_title","calculate","mortgage","text","Citizenship","אזרחות","Гражданство"
"calculate_mortgage_company","calculate","mortgage","text","Company","מקום עבודה","Место работы"
"calculate_mortgage_ctx","calculate","mortgage","text","For application approval, it is mandatory to detail all stakeholders and partners","לשם אישור הבקשה, חובה לפרט את פרטי כלל בעלי העניין והשותפים","Для подтверждения заявки необходимо предоставить данные всех заинтересованных лиц и партнеров"
"calculate_mortgage_ctx_1","calculate","mortgage","text","Increase the monthly payment and pay less interest","הגדילו את התשלום החודשי ותשלמו פחות ריבית","Увеличьте ежемесячный платеж и платите меньше процентов"
"calculate_mortgage_end_date","calculate","mortgage","text","Obligation end date","תאריך סיום ההתחייבות","Дата окончания обязательства"
"calculate_mortgage_filter_title","calculate","mortgage","text","Mortgage Filter","מסנן משכנתאות","Фильтр ипотек"
"calculate_mortgage_first_options_3","calculate","mortgage","text","Investment property","נכס ל השקעה","Инвестиционная недвижимость"
"calculate_mortgage_income","calculate","mortgage","text","Income details","פרטי הכנסה","Сведения о доходах"
"calculate_mortgage_is_medinsurance","calculate","mortgage","text","Are you insured with valid health insurance and covered by medical insurance rights?","האם אתם מבוטחים בביטוח בריאות תקף וחלים עליכם זכויות ביטוח רפואי?","Имеете ли вы действующее медицинское страхование и распространяются ли на вас права медицинского страхования?"
"calculate_mortgage_is_public","calculate","mortgage","text","Do you hold a senior public position or are you among close family/business partners of a public position holder?","האם אתם מכהנים בתפקיד ציבורי בכיר או נמנים עם קרובי המשפחה/השותפים העסקיים של נושא תפקיד ציבורי?","Занимаете ли вы высокую государственную должность или являетесь родственником/деловым партнером лица, занимающего государственную должность?"
"calculate_mortgage_monthly_income","calculate","mortgage","text","Monthly net income","הכנסה חודשית נטו","Чистый ежемесячный доход"
"calculate_mortgage_monthly_income_hint","calculate","mortgage","text","Amount shown after tax deduction as confirmed by accountant","הסכום מוצג לאחר ניכוי מיסים כפי שמאושר על ידי רואה חשבון","Сумма указывается после вычета налогов, подтвержденная бухгалтером"
"calculate_mortgage_monthly_income_year_hint","calculate","mortgage","text","Enter gross annual income","הזן את ההכנסה השנתית הברוטו","Введите валовой годовой доход"
"calculate_mortgage_monthly_payment","calculate","mortgage","text","Monthly payment","תשלום חודשי","Ежемесячный платеж"
"calculate_mortgage_monthy_income_title","calculate","mortgage","text","Monthly Income","הכנסה חודשית","Ежемесячный доход"
"calculate_mortgage_name_surname","calculate","mortgage","text","Full name","שם מלא","Полное имя"
"calculate_mortgage_parameters","calculate","mortgage","text","Calculation Parameters","פרמטרי החישוב","Параметры расчета"
"calculate_mortgage_parameters_cost","calculate","mortgage","text","Mortgage cost","עלות המשכנתא","Стоимость ипотеки"
"calculate_mortgage_parameters_initial","calculate","mortgage","text","Basic parameters","נתוני בסיס","Базовые данные"
"calculate_mortgage_parameters_months","calculate","mortgage","text","months","חודשים","месяцев"
"calculate_mortgage_parameters_period","calculate","mortgage","text","Mortgage period","תקופת המשכנתא","Период ипотеки"
"calculate_mortgage_profession","calculate","mortgage","text","Position","תפקיד","Должность"
"calculate_mortgage_profile_title","calculate","mortgage","text","Personal profile details","פרטי הפרופיל האישי","Данные личного профиля"
"calculate_mortgage_sphere","calculate","mortgage","text","Field of Activity","תחום פעילות מקצועי","Профессиональная сфера деятельности"
"calculate_mortgage_start_date","calculate","mortgage","text","Work start date","תאריך תחילת העבודה","Дата начала работы"
"calculate_mortgage_step3_ctx","calculate","mortgage","text","If you have been working at your current workplace for less than 3 months, specify your previous workplace","אם אתה עובד פחות מ-3 חודשים במקום העבודה הנוכחי, ציין את מקום העבודה הקודם","Если вы работаете менее 3 месяцев на текущем месте работы, укажите предыдущее место работы"
"calculate_mortgage_stere","calculate","mortgage","text","Field of activity","תחום פעילות","Сфера деятельности"
"calculate_mortgage_tax","calculate","mortgage","text","Are you liable to pay tax in foreign countries or additional jurisdictions?","האם אתם חייבים במס במדינות זרות או בתחומי שיפוט נוספים?","Обязаны ли вы платить налоги в зарубежных странах или других юрисдикциях?"
"calculate_mortgage_title","calculate","mortgage","text","Calculate Mortgage","חישוב משכנתא","Рассчитать ипотеку"
"calculate_mortgage_type_options_5","calculate","mortgage","text","Other","אחר","Другое"
"calculate_mortgage_when_options_Time","calculate","mortgage","text","Select period","בחר תקופה","Выберите временной период"
"calculate_prolong","calculate","general","text","For what period?","לאיזה תקופה?","На какой период?"
"calculate_when","calculate","general","text","When are you planning to take the credit?","מתי אתה מתכנן לקחת את האשראי?","Когда вы планируете взять кредит?"
"calculate_why","calculate","general","text","Why do you need the credit?","למה אתה צריך את האשראי?","Зачем вам нужен кредит?"
"cancel","cancel","general","text","Cancel","ביטול","Отмена"
"cards_tab","cards","general","text","Payment Cards","כרטיסי אשראי","Кредитные карты"
"cards_title","cards","general","text","My Payment Cards","הכרטיסים שלי","Мои карты"
"changes_saved","changes","general","text","Changes saved successfully","השינויים נשמרו בהצלחה","Изменения сохранены успешно"
"choose_service_message","choose","general","text","Choose one of the services to continue","בחר אחד מהשירותים על מנת להמשיך","Выберите одну из услуг для продолжения"
"city","city","general","text","City","עיר","Город"
"co_borrower_personal_data","co","general","text","Co-borrower Personal Data","פרטים אישיים של לווה משותף","Личные данные созаемщика"
"co_borrower_property_hint","co","general","text","If you have joint property with the main borrower or co-borrower, you only need to specify it once","אם בבעלותכם נכס משותף עם הלווה הראשי או לווה נוסף, יש לציין אותו פעם אחת בלבד","Если у вас есть совместная недвижимость с основным заемщиком или дополнительным заемщиком, укажите её только один раз"
"co_borrower_savings_hint","co","general","text","If you have joint savings with the main borrower or co-borrower, you only need to specify them once","אם קיים חיסכון משותף עם הלווה הראשי או לווה נוסף, יש לציין אותו פעם אחת בלבד","Если существуют совместные накопления с основным заемщиком или дополнительным заемщиком, укажите их только один раз"
"common.backToHome","common.backToHome","general","text","Back to Home","חזרה לדף הבית","Вернуться на главную"
"common.retry","common.retry","general","text","Retry","נסו שוב","Повторить"
"common.refresh","common.refresh","general","text","Refresh","רענון","Обновить"
"common.refreshing","common.refreshing","general","text","Refreshing...","מרענן...","Обновление..."
"common.submitting","common.submitting","general","text","Submitting...","שולח...","Отправка..."
"compare_in_5mins","compare","general","text","Compare mortgages in 5 minutes","השווה משכנתאות תוך 5 דקות","Сравните ипотеки за 5 минут"
"complete_application","complete","general","text","Complete Application","השלם בקשה","Завершить заявку"
"complete_application_message","complete","general","text","Complete the application, let banks compete for you","השלם את הבקשה ותן לבנקים להתחרות עבורך","Завершите заявку и позвольте банкам конкурировать за вас"
"confirm","confirm","general","text","Confirm","אישור","Подтвердить"
"confirm_password","confirm","general","text","Confirm Password","אימות סיסמה","Подтверждение пароля"
"contact_form_email","contact","general","text","Email","דוא"ל","Электронная почта"
"contact_form_email_invalid","contact","general","text","Invalid email address","כתובת דוא"ל לא תקינה","Неверный адрес электронной почты"
"contact_form_email_placeholder","contact","general","text","Enter email address","הזן כתובת דוא"ל","Введите адрес электронной почты"
"contact_form_email_required","contact","general","text","Email is required","דוא"ל הוא חובה","Электронная почта обязательна"
"contact_form_message","contact","general","text","Message","הודעה","Сообщение"
"contact_form_message_placeholder","contact","general","text","Write your message here","כתוב את ההודעה שלך כאן","Напишите ваше сообщение здесь"
"contact_form_message_required","contact","general","text","Message is required","הודעה היא חובה","Сообщение обязательно"
"contact_form_name","contact","general","text","Full Name","שם מלא","Полное имя"
"contact_form_name_placeholder","contact","general","text","Enter full name","הזן שם מלא","Введите полное имя"
"contact_form_name_required","contact","general","text","Full name is required","שם מלא הוא חובה","Полное имя обязательно"
"contact_form_send_another","contact","general","text","Send Another Message","שלח הודעה נוספת","Отправить еще одно сообщение"
"contact_form_sending","contact","general","text","Sending...","שולח...","Отправка..."
"contact_form_submit","contact","general","text","Send Message","שלח הודעה","Отправить сообщение"
"contact_form_success_message","contact","general","text","Thank you for contacting us. We'll get back to you as soon as possible.","תודה שפניתם אלינו. נחזור אליכם בהקדם האפשרי.","Спасибо за обращение к нам. Мы свяжемся с вами как можно скорее."
"contact_form_success_title","contact","general","text","Message sent successfully!","ההודעה נשלחה בהצלחה!","Сообщение успешно отправлено!"
"contact_us","contact","general","text","Contact Us","צור קשר","Связаться с нами"
"contacts_address_title","contacts","general","text","Address","כתובת","Адрес"
"contacts_buy_sell_desc","contacts","general","text","Private and commercial real estate - selling and buying properties","נדל"ן פרטי ומסחרי - מכירה וקנייה של נכסים","Частная и коммерческая недвижимость - продажа и покупка недвижимости"
"contacts_buy_sell_realestate","contacts","general","text","Real estate buying and selling","קנייה ומכירה של נדל"ן","Покупка и продажа недвижимости"
"contacts_credit_desc","contacts","general","text","Personal or commercial loans and loan refinancing","הלוואות אישיות או מסחריות ומחזור הלוואות","Персональные или коммерческие кредиты и рефинансирование кредитов"
"contacts_credit_refinance","contacts","refinance","text","Loan and loan refinancing","הלוואה ומחזור הלוואה","Кредит и рефинансирование кредита"
"contacts_email_title","contacts","general","text","Email","דוא"ל","Электронная почта"
"contacts_fax_number","contacts","general","text","Fax number","מספר פקס","Номер факса"
"contacts_follow_us","contacts","general","text","Follow us","עקבו אחרינו","Следите за нами"
"contacts_footer_about","contacts","general","text","About Us","אודותינו","О нас"
"contacts_footer_admin_contact","contacts","admin","text","Contact Administration","יצירת קשר עם הנהלה","Связаться с администрацией"
"contacts_footer_company","contacts","general","text","Company","חברה","Компания"
"contacts_footer_confidentiality","contacts","general","text","Confidentiality","סודיות","Конфиденциальность"
"contacts_footer_contacts","contacts","general","text","Contacts","צור קשר","Контакты"
"contacts_footer_cookie_settings","contacts","general","text","Cookie Settings","הגדרות עוגיות","Настройки файлов cookie"
"contacts_footer_cookie_usage","contacts","general","text","Cookie Usage","שימוש בעוגיות","Использование файлов cookie"
"contacts_footer_cooperation","contacts","general","text","Cooperation","שיתופי פעולה","Сотрудничество"
"contacts_footer_legal_docs","contacts","general","text","Legal Documents","מסמכים משפטיים","Юридические документы"
"contacts_footer_privacy","contacts","general","text","Privacy Policy","מדיניות פרטיות","Политика конфиденциальности"
"contacts_footer_refund","contacts","general","text","Refund Policy","מדיניות החזר","Политика возврата"
"contacts_footer_team","contacts","general","text","Our Team","הצוות שלנו","Наша команда"
"contacts_footer_terms","contacts","general","text","Terms of Use","תנאי שימוש","Условия использования"
"contacts_footer_vacancies","contacts","general","text","Vacancies","משרות פנויות","Вакансии"
"contacts_form_title","contacts","general","text","Send Message","שליחת הודעה","Отправить сообщение"
"contacts_general_info","contacts","general","text","General information","מידע כללי","Общая информация"
"contacts_info_title","contacts","general","text","Contact Information","פרטי התקשרות","Контактная информация"
"contacts_login_cabinet","contacts","general","text","Login to Account","כניסה לחשבון","Вход в личный кабинет"
"contacts_management","contacts","general","text","Management","הנהלה","Руководство"
"contacts_map_title","contacts","general","text","Our Location","המיקום שלנו","Наше местоположение"
"contacts_mortgage_desc","contacts","general","text","Taking new mortgage and mortgage refinancing","לקיחת משכנתא חדשה ומחזור משכנתא","Получение новой ипотеки и рефинансирование ипотеки"
"contacts_mortgage_refinance","contacts","refinance","text","Mortgage and mortgage refinancing","משכנתא ומחזור משכנתא","Ипотека и рефинансирование ипотеки"
"contacts_partnerships_management","contacts","general","text","Cooperation and management","שיתופי פעולה וניהול","Сотрудничество и управление"
"contacts_realestate_questions","contacts","general","text","Real estate questions","שאלות לגבי נדל"ן","Вопросы по недвижимости"
"contacts_rental_desc","contacts","general","text","Renting private and commercial properties","השכרת נכסים פרטיים ומסחריים","Аренда частной и коммерческой недвижимости"
"contacts_rental_realestate","contacts","general","text","Real estate rental","השכרת נדל"ן","Аренда недвижимости"
"contacts_subtitle","contacts","general","text","We're here to help! Contact us with any questions or requests.","נשמח לעזור לכם! צרו איתנו קשר בכל שאלה או בקשה.","Мы готовы помочь! Свяжитесь с нами по любым вопросам или запросам."
"contacts_view_map","contacts","general","text","View Map","צפייה במפה","Посмотреть на карте"
"contacts_working_hours","contacts","general","text","Business Hours: Mon-Fri 09:00-18:00","שעות פעילות: א'-ה' 09:00-18:00","Часы работы: Пн-Пт 09:00-18:00"
"continue","continue","general","text","Continue","המשך","Продолжить"
"cookie","cookie","general","text","This website uses cookies to improve your experience. Continuing to browse constitutes consent to the use of cookies.","אתר זה משתמש בעוגיות כדי לשפר את החוויה שלך. המשך הגלישה מהווה הסכמה לשימוש בעוגיות.","Этот веб-сайт использует файлы cookie для улучшения вашего опыта. Продолжение просмотра означает согласие на использование cookie."
"cookie_accept","cookie","general","text","Accept Cookies","קבל עוגיות","Принять Cookie"
"cookie_learn_more","cookie","general","text","Learn more about using Cookie files.","למידע נוסף על שימוש בעוגיות","Узнать больше об использовании файлов cookie."
"cookie_message","cookie","general","text","Our website processes Cookies to improve services. By staying on the site, you agree to the use of Cookie files.","האתר שלנו משתמש בעוגיות (Cookies) לשיפור השירותים. בהמשך הגלישה באתר, אתם מסכימים לשימוש בעוגיות.","Наш сайт использует файлы cookie для улучшения сервисов. Оставаясь на сайте, вы соглашаетесь на использование файлов cookie."
"cookie_policy_analytics","cookie","general","text","Performance and Analytics Cookies","עוגיות ביצועים וניתוח (Analytics)","Cookie производительности и аналитики"
"cookie_policy_analytics_text","cookie","general","text","These cookies help us understand how visitors use the website by collecting information anonymously:

• Counting visitors and traffic sources
• Identifying the most popular pages
• Analyzing browsing patterns to improve the site

Providers: Google Analytics, Hotjar, Facebook Pixel
Duration: Up to 26 months
Legal basis: Consent","עוגיות אלה עוזרות לנו להבין כיצד מבקרים משתמשים באתר באמצעות איסוף מידע בצורה אנונימית:

• ספירת מבקרים ומקורות התנועה
• זיהוי הדפים הפופולריים ביותר
• ניתוח דפוסי גלישה לשיפור האתר

ספקים: Google Analytics, Hotjar, Facebook Pixel
משך זמן: עד 26 חודשים
בסיס חוקי: הסכמה","Эти файлы cookie помогают нам понять, как посетители используют веб-сайт, собирая информацию анонимно:

• Подсчет посетителей и источников трафика
• Определение самых популярных страниц
• Анализ шаблонов просмотра для улучшения сайта

Поставщики: Google Analytics, Hotjar, Facebook Pixel
Продолжительность: До 26 месяцев
Правовое основание: Согласие"
"cookie_policy_close","cookie","general","text","Close","סגור","Закрыть"
"cookie_policy_consent","cookie","general","text","Your Consent to Cookie Usage","הסכמתכם לשימוש בעוגיות","Ваше согласие на использование файлов cookie"
"cookie_policy_consent_text","cookie","general","text","In accordance with the General Data Protection Regulation (GDPR) and electronic privacy laws, we are required to obtain your explicit consent for the use of non-essential cookies.

Valid consent must be:
• Given freely without pressure
• Specific to each type of cookie
• Based on complete and understandable information
• Easily revocable

You can give consent using the selection buttons in the cookie banner that appears on your first visit to the site.","בהתאם לתקנת הגנת הנתונים הכללית (GDPR) ולחוק הפרטיות האלקטרונית, אנו נדרשים לקבל את הסכמתכם המפורשת לשימוש בעוגיות שאינן חיוניות.

הסכמה תקפה חייבת להיות:
• ניתנת בחופשיות ללא לחץ
• ספציפית לכל סוג עוגיות
• מבוססת מידע מלא ומובן
• ניתנת לביטול בקלות

אתם יכולים לתת הסכמה באמצעות כפתורי הבחירה בבאנר העוגיות שמופיע בביקור הראשון באתר.","В соответствии с Общим регламентом по защите данных (GDPR) и законами об электронной конфиденциальности, мы обязаны получить ваше явное согласие на использование несущественных файлов cookie.

Действительное согласие должно быть:
• Дано свободно без принуждения
• Специфично для каждого типа cookie
• Основано на полной и понятной информации
• Легко отзывается

Вы можете дать согласие, используя кнопки выбора в баннере cookie, который появляется при первом посещении сайта."
"cookie_policy_contact","cookie","general","text","Contact Us","יצירת קשר","Связаться с нами"
"cookie_policy_contact_text","cookie","general","text","For questions regarding the cookie policy or requests related to your personal data:

Email: privacy@banktlmonline.com
Phone: 03-1234567
Address: Bankers Street 15, Tel Aviv 6812345
Data Protection Officer (DPO): dpo@bankimonline.com

For requests to delete data, corrections, or to receive a copy of the information we hold about you, please contact us using the above methods. We will respond to your inquiry within 30 days.","לשאלות בנוגע למדיניות העוגיות או לבקשות הקשורות לנתונים האישיים שלכם:

דואר אלקטרוני: privacy@banktlmonline.com
טלפון: 03-1234567
כתובת: רחוב הבנקאים 15, תל אביב 6812345
קצין הגנת המידע (DPO): dpo@bankimonline.com

לבקשות מחיקת נתונים, תיקון או קבלת עותק מהמידע שאנו מחזיקים עליכם, אנא פנו אלינו באמצעים הנ״ל. אנו נענה לפנייתכם תוך 30 יום.","По вопросам, касающимся политики cookie или запросов, связанных с вашими личными данными:

Электронная почта: privacy@banktlmonline.com
Телефон: 03-1234567
Адрес: Банкирская улица 15, Тель-Авив 6812345
Ответственный за защиту данных (DPO): dpo@bankimonline.com

Для запросов на удаление данных, исправления или получения копии информации, которую мы храним о вас, пожалуйста, свяжитесь с нами указанными выше способами. Мы ответим на ваш запрос в течение 30 дней."
"cookie_policy_essential","cookie","general","text","Essential Cookies (Strictly Necessary)","עוגיות חיוניות (Strictly Necessary)","Основные файлы cookie (Strictly Necessary)"
"cookie_policy_essential_text","cookie","general","text","These cookies are essential for the proper functioning of the website. Without these cookies, some services on the site will not work properly. Essential cookies include:

• Security and user identification cookies
• Session cookies for site navigation
• Cookies for saving basic preferences

Duration: Session cookies (deleted when browser is closed) or up to 12 months
Legal basis: Legitimate interest - essential for website functionality","עוגיות אלה הכרחיות לתפקוד תקין של האתר. ללא עוגיות אלה, חלק מהשירותים באתר לא יפעלו כראוי. עוגיות חיוניות כוללות:

• עוגיות אבטחה וזיהוי משתמש
• עוגיות סשן לניווט באתר
• עוגיות לשמירת העדפות בסיסיות

משך זמן: עוגיות סשן (נמחקות עם סגירת הדפדפן) או עד 12 חודשים
בסיס חוקי: אינטרס לגיטימי - הכרחיות לתפקוד האתר","Эти файлы cookie необходимы для правильного функционирования веб-сайта. Без этих файлов cookie некоторые службы на сайте не будут работать должным образом. Основные файлы cookie включают:

• Cookie безопасности и идентификации пользователя
• Session cookie для навигации по сайту
• Cookie для сохранения основных предпочтений

Продолжительность: Session cookie (удаляются при закрытии браузера) или до 12 месяцев
Правовое основание: Законный интерес - необходимы для функционирования сайта"
"cookie_policy_functional","cookie","general","text","Functional Cookies","עוגיות פונקציונליות (Functional)","Функциональные файлы cookie"
"cookie_policy_functional_text","cookie","general","text","These cookies allow the website to remember choices you have made and provide enhanced and more personalized features:

• Remembering your preferred website language
• Remembering display settings
• Saving information in mortgage calculators

Duration: Up to 24 months
Legal basis: Consent","עוגיות אלה מאפשרות לאתר לזכור בחירות שעשיתם ולספק תכונות משופרות ואישיות יותר:

• זכירת שפת האתר המועדפת עליכם
• זכירת הגדרות תצוגה
• שמירת מידע במחשבוני משכנתא

משך זמן: עד 24 חודשים
בסיס חוקי: הסכמה","Эти файлы cookie позволяют сайту запомнить сделанный вами выбор и предоставить улучшенные и более персонализированные функции:

• Запоминание вашего предпочитаемого языка сайта
• Запоминание настроек отображения
• Сохранение информации в ипотечных калькуляторах

Продолжительность: До 24 месяцев
Правовое основание: Согласие"
"cookie_policy_intro","cookie","general","text","This website belongs to and is managed by Bankimonline Ltd. ("Bankimonline"). Bankimonline may update this notice at any time and publish changes on this page. You should visit this page periodically to review these updates.","אתר זה שייך לחברת Bankimonline Ltd. ("Bankimonline") ומנוהל על ידה. Bankimonline רשאית לעדכן הודעה זו בכל עת ולפרסם שינויים בעמוד זה. עליכם לבקר באופן תקופתי בעמוד זה כדי לעיין בעדכונים אלה.","Этот сайт принадлежит и управляется компанией Bankimonline Ltd. ("Bankimonline"). Bankimonline может обновить это уведомление в любое время и опубликовать изменения на этой странице. Вам следует периодически посещать эту страницу для ознакомления с этими обновлениями."
"cookie_policy_logging","cookie","general","text","Consent Record Keeping","שמירת רישום הסכמות","Ведение записей согласия"
"cookie_policy_logging_text","cookie","general","text","We keep a record of the consents you have given for 12 months from your last visit to the site, as required by law. The record includes:

• Date and time of consent
• Types of cookies you approved
• Version of cookie policy that was in effect
• IP address (encrypted)","אנו שומרים רישום של ההסכמות שנתתם למשך 12 חודשים מהביקור האחרון באתר, כפי שנדרש על פי חוק. הרישום כולל:

• תאריך ושעת מתן ההסכמה
• סוגי העוגיות שאישרתם
• גרסת מדיניות העוגיות שהייתה בתוקף
• כתובת IP (מוצפנת)","Мы ведем запись согласий, которые вы дали, в течение 12 месяцев с вашего последнего посещения сайта, как того требует закон. Запись включает:

• Дата и время предоставления согласия
• Типы cookie, которые вы одобрили
• Версия политики cookie, которая действовала
• IP-адрес (зашифрованный)"
"cookie_policy_management","cookie","general","text","Managing Cookie Preferences","ניהול העדפות עוגיות","Управление настройками файлов cookie"
"cookie_policy_management_text","cookie","general","text","You can manage your cookie preferences in several ways:

Through our website settings:
• Click on "Cookie Settings" at the bottom of the page
• Choose the types of cookies you wish to approve
• Save your settings

Through your browser settings:
Chrome: Click three dots (⋮) → Settings → Privacy and security → Cookies
Firefox: Click three lines (☰) → Settings → Privacy and security
Safari: Safari menu → Preferences → Privacy
Edge: Three dots (...) → Settings → Privacy, search and services","אתם יכולים לנהל את העדפות העוגיות שלכם במספר דרכים:

דרך הגדרות האתר שלנו:
• לחצו על "הגדרות עוגיות" בתחתית העמוד
• בחרו את סוגי העוגיות שברצונכם לאשר
• שמרו את ההגדרות

דרך הגדרות הדפדפן שלכם:
Chrome: לחצו על שלוש הנקודות (⋮) → הגדרות → פרטיות ואבטחה → עוגיות
Firefox: לחצו על שלושת הקווים (☰) → הגדרות → פרטיות ואבטחה
Safari: תפריט Safari → העדפות → פרטיות
Edge: שלוש הנקודות (...) → הגדרות → פרטיות, חיפוש ושירותים","Вы можете управлять настройками файлов cookie несколькими способами:

Через настройки нашего веб-сайта:
• Нажмите на "Настройки Cookie" внизу страницы
• Выберите типы cookie, которые вы хотите одобрить
• Сохраните ваши настройки

Через настройки вашего браузера:
Chrome: Нажмите на три точки (⋮) → Настройки → Конфиденциальность и безопасность → Cookie
Firefox: Нажмите на три линии (☰) → Настройки → Приватность и безопасность
Safari: Меню Safari → Настройки → Конфиденциальность
Edge: Три точки (...) → Настройки → Конфиденциальность, поиск и службы"
"cookie_policy_marketing","cookie","general","text","Marketing and Advertising Cookies","עוגיות פרסום ושיווק (Marketing)","Cookie маркетинга и рекламы"
"cookie_policy_marketing_text","cookie","general","text","These cookies are used to display relevant advertisements to you and measure the effectiveness of advertising campaigns:

• Displaying personalized advertisements
• Preventing the same advertisement from being shown multiple times
• Measuring advertising effectiveness

Providers: Google Ads, Facebook, LinkedIn, other advertising companies
Duration: Up to 24 months
Legal basis: Consent","עוגיות אלה משמשות להצגת פרסומות רלוונטיות לכם ולמדידת יעילות קמפיינים פרסומיים:

• הצגת פרסומות מותאמות אישית
• מניעת הצגת אותה פרסומת פעמים רבות
• מדידת יעילות פרסומות

ספקים: Google Ads, Facebook, LinkedIn, חברות פרסום נוספות
משך זמן: עד 24 חודשים
בסיס חוקי: הסכמה","Эти файлы cookie используются для показа релевантной рекламы и измерения эффективности рекламных кампаний:

• Показ персонализированной рекламы
• Предотвращение повторного показа одной и той же рекламы
• Измерение эффективности рекламы

Поставщики: Google Ads, Facebook, LinkedIn, другие рекламные компании
Продолжительность: До 24 месяцев
Правовое основание: Согласие"
"cookie_policy_mobile","cookie","general","text","Cookies on Mobile Devices","עוגיות במכשירים ניידים","Cookie на мобильных устройствах"
"cookie_policy_mobile_text","cookie","general","text","In mobile applications or when browsing on mobile devices, you can manage tracking settings:

iOS (iPhone/iPad):
Settings → Privacy & Security → Tracking → App Tracking Requests

Android:
Settings → Google → Ads → Reset advertising ID","באפליקציות מובייל או בגלישה במכשירים ניידים, אתם יכולים לנהל הגדרות מעקב:

iOS (iPhone/iPad):
הגדרות → פרטיות ואבטחה → מעקב → בקשות למעקב באפליקציות

Android:
הגדרות → Google → פרסומות → החזר מזהה פרסום","В мобильных приложениях или при просмотре на мобильных устройствах вы можете управлять настройками отслеживания:

iOS (iPhone/iPad):
Настройки → Конфиденциальность и безопасность → Отслеживание → Запросы на отслеживание в приложениях

Android:
Настройки → Google → Реклама → Сбросить идентификатор рекламы"
"cookie_policy_personal_data","cookie","general","text","Personal Data and Cookies","נתונים אישיים ועוגיות","Персональные данные и файлы cookie"
"cookie_policy_personal_data_text","cookie","general","text","Some cookies may collect data that identifies you personally or in combination with other information. This data includes:

• Unique device identifier
• IP address
• Browsing patterns and site behavior
• General geographic information

Your rights under GDPR:
• Right to access your personal information
• Right to correct incorrect data
• Right to data deletion (right to be forgotten)
• Right to restrict processing
• Right to data portability
• Right to object to processing","חלק מהעוגיות עשויות לאסוף נתונים המזהים אתכם באופן אישי או בשילוב עם מידע אחר. נתונים אלה כוללים:

• מזהה ייחודי של המכשיר
• כתובת IP
• דפוסי גלישה והתנהגות באתר
• מידע גיאוגרפי כללי

זכויותיכם על פי GDPR:
• זכות גישה למידע האישי שלכם
• זכות תיקון נתונים שגויים
• זכות מחיקת נתונים (זכות הישכחות)
• זכות להגבלת עיבוד
• זכות ניידות נתונים
• זכות להתנגד לעיבוד","Некоторые файлы cookie могут собирать данные, которые идентифицируют вас лично или в сочетании с другой информацией. Эти данные включают:

• Уникальный идентификатор устройства
• IP-адрес
• Шаблоны просмотра и поведение на сайте
• Общая географическая информация

Ваши права согласно GDPR:
• Право доступа к вашей личной информации
• Право исправления неверных данных
• Право на удаление данных (право быть забытым)
• Право на ограничение обработки
• Право на портативность данных
• Право возражать против обработки"
"cookie_policy_sharing","cookie","general","text","Sharing Information with Third Parties","שיתוף מידע עם צדדים שלישיים","Передача информации третьим лицам"
"cookie_policy_sharing_text","cookie","general","text","We may share information with external service providers for the following purposes:

• Website traffic analysis (Google Analytics)
• Targeted advertising (Google Ads, Facebook)
• User experience improvement (Hotjar)
• Payment and security services

Each external provider is obligated to:
• Meet high data security standards
• Use information only for defined purposes
• Delete information when no longer needed","אנו עשויים לשתף מידע עם ספקי שירותים חיצוניים למטרות הבאות:

• ניתוח תנועה באתר (Google Analytics)
• פרסום מותאם (Google Ads, Facebook)
• שיפור חווית המשתמש (Hotjar)
• שירותי תשלום ואבטחה

כל ספק חיצוני מחויב:
• לעמוד בתקני אבטחת מידע גבוהים
• להשתמש במידע רק למטרות שהוגדרו
• למחוק מידע כשאינו נדרש עוד","Мы можем передавать информацию внешним поставщикам услуг для следующих целей:

• Анализ трафика веб-сайта (Google Analytics)
• Целевая реклама (Google Ads, Facebook)
• Улучшение пользовательского опыта (Hotjar)
• Платежные и охранные услуги

Каждый внешний поставщик обязан:
• Соответствовать высоким стандартам безопасности данных
• Использовать информацию только для определенных целей
• Удалять информацию, когда она больше не нужна"
"cookie_policy_title","cookie","general","text","Cookie Usage Policy","מדיניות השימוש בעוגיות","Политика использования файлов cookie"
"cookie_policy_types","cookie","general","text","Types of Cookies We Use","סוגי עוגיות בשימושנו","Типы файлов cookie, которые мы используем"
"cookie_policy_updates","cookie","general","text","Policy Updates","עדכוני מדיניות","Обновления политики"
